T2M,RH2M,PRECTOTCORR,WS2M,GWETTOP,GWETROOT,GWETPROF,Date
16.69,48.81,0.0,1.11,0.48,0.52,0.5,20150311
18.4,41.19,0.0,1.22,0.47,0.51,0.5,20150312
19.44,37.38,0.0,1.07,0.46,0.51,0.5,20150313
19.83,55.38,0.12,1.21,0.46,0.5,0.49,20150314
18.04,79.81,21.76,2.82,0.55,0.51,0.5,20150315
17.18,75.88,2.68,1.76,0.56,0.54,0.52,20150316
17.01,72.62,0.0,1.76,0.51,0.54,0.52,20150317
18.17,62.81,0.0,1.92,0.49,0.53,0.52,20150318
20.32,49.62,0.0,1.37,0.48,0.52,0.51,20150319
21.39,51.62,0.0,1.49,0.48,0.52,0.51,20150320
23.04,54.44,0.0,1.46,0.47,0.52,0.5,20150321
23.26,56.56,0.0,2.05,0.46,0.51,0.5,20150322
24.55,53.19,0.0,1.97,0.45,0.5,0.49,20150323
26.61,42.69,0.08,1.21,0.45,0.5,0.48,20150324
25.18,56.19,0.11,1.77,0.44,0.49,0.48,20150325
24.69,48.81,0.0,1.24,0.43,0.48,0.48,20150326
24.94,38.75,0.0,1.61,0.42,0.48,0.48,20150327
26.72,41.12,0.3,0.98,0.41,0.48,0.47,20150328
20.78,74.44,8.92,2.91,0.49,0.48,0.47,20150329
21.55,72.88,23.17,1.49,0.61,0.52,0.5,20150330
22.23,71.88,1.93,1.05,0.51,0.52,0.51,20150331
22.05,71.06,1.3,1.33,0.5,0.52,0.51,20150401
22.95,63.81,2.18,1.72,0.49,0.52,0.51,20150402
21.36,70.12,2.2,1.36,0.52,0.52,0.51,20150403
22.94,59.19,0.66,1.43,0.48,0.52,0.51,20150404
23.08,54.69,0.3,1.34,0.47,0.52,0.5,20150405
23.22,56.19,0.23,1.35,0.46,0.51,0.49,20150406
19.56,81.44,4.5,1.21,0.51,0.51,0.5,20150407
22.24,65.56,0.03,1.7,0.47,0.51,0.5,20150408
24.08,52.62,0.0,1.56,0.45,0.5,0.49,20150409
25.65,49.31,0.0,1.41,0.45,0.5,0.48,20150410
26.21,52.06,0.02,1.26,0.44,0.49,0.48,20150411
24.63,60.06,1.03,1.3,0.45,0.49,0.48,20150412
26.55,50.5,0.0,1.22,0.43,0.48,0.48,20150413
26.73,50.75,0.0,1.21,0.42,0.48,0.48,20150414
27.39,53.19,10.01,1.41,0.49,0.48,0.48,20150415
26.37,58.19,1.7,1.3,0.46,0.49,0.48,20150416
26.61,54.0,0.0,1.96,0.43,0.48,0.48,20150417
29.28,45.0,0.0,1.06,0.42,0.48,0.47,20150418
29.65,45.0,0.0,1.61,0.41,0.48,0.47,20150419
29.46,44.12,0.99,2.09,0.41,0.47,0.46,20150420
27.8,41.62,0.0,2.5,0.4,0.47,0.46,20150421
28.71,37.06,0.0,2.09,0.39,0.46,0.45,20150422
30.58,29.69,0.0,1.06,0.38,0.45,0.45,20150423
31.69,26.88,0.0,0.94,0.38,0.45,0.45,20150424
31.73,28.81,0.0,1.17,0.38,0.45,0.44,20150425
30.13,33.0,0.0,2.09,0.38,0.44,0.44,20150426
30.44,38.88,0.01,2.72,0.37,0.44,0.43,20150427
30.56,38.31,0.09,2.12,0.37,0.43,0.43,20150428
31.47,33.12,0.02,1.16,0.36,0.43,0.42,20150429
29.98,35.94,1.77,2.46,0.38,0.42,0.42,20150430
28.71,37.81,1.04,2.26,0.38,0.42,0.42,20150501
30.35,29.0,0.0,2.02,0.35,0.42,0.41,20150502
30.7,26.38,0.0,1.81,0.34,0.41,0.41,20150503
31.01,25.56,0.0,1.84,0.34,0.41,0.41,20150504
32.67,26.5,0.0,1.37,0.33,0.41,0.41,20150505
33.73,28.69,0.0,1.47,0.31,0.41,0.41,20150506
34.78,27.06,0.0,1.1,0.3,0.4,0.4,20150507
34.71,24.94,0.0,1.62,0.29,0.4,0.4,20150508
34.55,26.12,0.0,1.33,0.28,0.39,0.4,20150509
34.81,30.56,0.0,1.35,0.27,0.39,0.39,20150510
34.32,30.25,1.27,1.9,0.29,0.39,0.39,20150511
30.9,43.31,3.18,1.84,0.35,0.39,0.39,20150512
29.78,44.94,8.06,1.96,0.41,0.4,0.4,20150513
30.33,45.56,7.03,0.95,0.45,0.41,0.41,20150514
31.75,39.5,0.2,1.37,0.38,0.41,0.41,20150515
33.45,30.56,0.03,1.44,0.34,0.41,0.4,20150516
33.98,28.25,0.0,1.36,0.32,0.4,0.4,20150517
35.17,32.31,0.26,1.59,0.31,0.4,0.4,20150518
34.45,25.19,0.0,2.82,0.29,0.39,0.39,20150519
34.31,23.5,0.02,2.43,0.27,0.39,0.39,20150520
35.4,21.56,0.0,2.05,0.26,0.38,0.39,20150521
35.78,19.94,0.0,1.93,0.24,0.38,0.38,20150522
36.69,17.88,0.0,1.45,0.23,0.38,0.38,20150523
37.19,17.12,0.0,1.37,0.22,0.38,0.38,20150524
37.62,16.75,0.0,2.8,0.2,0.38,0.38,20150525
33.18,11.19,0.0,3.27,0.2,0.38,0.38,20150526
33.8,11.94,0.0,1.96,0.18,0.38,0.38,20150527
35.83,11.69,0.0,1.77,0.17,0.38,0.38,20150528
35.31,17.12,0.04,2.49,0.16,0.38,0.38,20150529
35.77,19.62,0.0,2.57,0.16,0.37,0.38,20150530
36.36,18.81,0.49,1.48,0.16,0.37,0.38,20150531
35.35,20.69,2.47,1.2,0.23,0.38,0.38,20150601
33.05,27.5,0.06,2.5,0.22,0.38,0.38,20150602
32.96,29.44,0.06,1.43,0.2,0.38,0.38,20150603
30.17,37.62,1.78,1.73,0.24,0.38,0.38,20150604
32.98,32.31,0.0,0.98,0.23,0.38,0.38,20150605
34.87,25.12,0.0,2.28,0.21,0.38,0.38,20150606
36.62,19.88,0.0,1.42,0.19,0.37,0.38,20150607
38.08,17.06,0.0,2.11,0.16,0.37,0.38,20150608
38.33,17.12,0.12,2.24,0.16,0.37,0.38,20150609
37.98,27.06,0.0,3.43,0.15,0.37,0.38,20150610
35.8,29.69,4.17,2.46,0.27,0.38,0.38,20150611
36.19,29.06,0.0,2.34,0.24,0.38,0.38,20150612
37.22,27.69,1.58,1.13,0.26,0.38,0.38,20150613
36.7,27.5,0.34,1.57,0.23,0.38,0.38,20150614
33.19,49.19,19.23,1.64,0.45,0.4,0.39,20150615
34.21,41.81,0.0,1.53,0.36,0.4,0.4,20150616
35.48,36.44,0.05,1.86,0.33,0.39,0.39,20150617
36.9,32.19,0.0,1.55,0.31,0.39,0.39,20150618
38.27,29.88,0.0,1.86,0.29,0.38,0.38,20150619
37.08,32.44,0.0,3.25,0.27,0.38,0.38,20150620
37.18,31.38,1.14,1.66,0.28,0.38,0.38,20150621
37.0,30.31,0.09,1.59,0.26,0.38,0.38,20150622
37.59,30.56,1.05,1.09,0.26,0.38,0.38,20150623
34.23,42.25,6.13,1.84,0.34,0.38,0.38,20150624
34.42,34.81,0.67,1.16,0.32,0.38,0.38,20150625
34.86,29.75,0.0,2.06,0.27,0.38,0.38,20150626
35.71,29.25,0.0,1.81,0.24,0.38,0.38,20150627
37.06,25.31,0.0,1.66,0.22,0.38,0.38,20150628
38.06,23.5,0.0,1.82,0.2,0.38,0.38,20150629
34.86,38.25,6.66,1.71,0.34,0.38,0.38,20150630
35.37,34.38,0.0,1.16,0.28,0.38,0.38,20150701
35.99,34.19,0.32,1.02,0.26,0.38,0.38,20150702
36.81,35.0,1.31,2.4,0.26,0.38,0.38,20150703
37.58,36.5,0.78,2.34,0.27,0.38,0.38,20150704
39.4,31.12,0.09,2.78,0.23,0.38,0.38,20150705
36.25,41.31,6.01,2.1,0.33,0.38,0.38,20150706
32.53,63.12,29.59,1.87,0.55,0.42,0.41,20150707
33.7,50.38,0.24,1.32,0.39,0.43,0.42,20150708
35.15,45.19,2.57,1.33,0.38,0.42,0.42,20150709
34.76,46.62,7.57,1.24,0.44,0.43,0.42,20150710
31.37,60.56,16.6,1.68,0.5,0.44,0.43,20150711
31.26,61.31,7.26,1.63,0.48,0.46,0.45,20150712
32.76,52.0,0.17,1.04,0.4,0.45,0.45,20150713
34.7,45.94,0.0,0.95,0.38,0.45,0.44,20150714
36.23,42.5,0.0,1.58,0.37,0.44,0.44,20150715
36.73,40.38,0.03,2.76,0.36,0.44,0.43,20150716
32.7,58.75,28.02,2.17,0.54,0.46,0.45,20150717
30.87,64.5,2.95,0.98,0.47,0.48,0.46,20150718
33.48,53.75,0.58,1.46,0.42,0.47,0.46,20150719
34.26,49.19,0.01,1.24,0.4,0.46,0.45,20150720
34.59,46.69,1.03,1.25,0.39,0.46,0.45,20150721
33.91,49.56,1.17,0.91,0.41,0.45,0.45,20150722
32.88,56.62,5.18,1.73,0.44,0.45,0.45,20150723
33.04,60.56,4.92,1.14,0.45,0.46,0.45,20150724
33.55,59.94,7.46,1.09,0.47,0.46,0.45,20150725
31.37,67.44,7.34,2.04,0.49,0.48,0.46,20150726
32.37,61.31,0.31,2.09,0.42,0.47,0.46,20150727
32.51,56.38,0.3,2.28,0.41,0.47,0.46,20150728
32.68,53.38,0.0,2.25,0.39,0.46,0.45,20150729
33.42,54.06,0.3,2.23,0.39,0.45,0.45,20150730
32.83,56.81,2.63,2.68,0.41,0.45,0.45,20150731
31.92,63.75,2.44,2.86,0.42,0.45,0.45,20150801
29.23,78.38,12.65,2.58,0.52,0.46,0.45,20150802
31.34,68.75,1.74,1.91,0.45,0.47,0.46,20150803
33.65,55.94,0.05,1.34,0.41,0.46,0.45,20150804
34.1,53.88,5.28,1.38,0.44,0.46,0.45,20150805
34.33,51.31,3.67,1.47,0.44,0.46,0.45,20150806
35.33,48.38,0.22,1.9,0.4,0.46,0.45,20150807
35.3,47.5,0.78,1.73,0.39,0.45,0.45,20150808
34.97,46.25,0.53,1.29,0.38,0.45,0.45,20150809
34.82,44.69,0.0,1.34,0.38,0.45,0.44,20150810
34.56,42.81,0.32,1.42,0.38,0.44,0.44,20150811
31.78,56.81,11.36,1.48,0.46,0.45,0.44,20150812
31.97,60.06,8.64,1.1,0.48,0.45,0.45,20150813
33.3,57.62,1.11,1.46,0.42,0.45,0.45,20150814
33.44,58.94,5.18,1.24,0.44,0.45,0.45,20150815
33.04,57.69,3.06,1.16,0.44,0.46,0.45,20150816
33.76,49.12,0.42,1.41,0.4,0.45,0.45,20150817
34.12,50.5,3.84,1.38,0.42,0.45,0.45,20150818
34.21,48.06,3.29,1.4,0.42,0.45,0.45,20150819
33.55,49.62,5.02,1.98,0.44,0.45,0.45,20150820
33.16,51.38,4.27,1.93,0.43,0.45,0.45,20150821
32.07,53.75,6.93,1.38,0.46,0.46,0.45,20150822
32.82,49.5,0.12,1.21,0.41,0.45,0.45,20150823
33.25,47.81,0.1,1.46,0.39,0.45,0.45,20150824
32.98,46.06,0.0,1.86,0.38,0.45,0.44,20150825
33.32,45.75,0.0,1.46,0.38,0.44,0.44,20150826
34.22,43.31,0.0,0.92,0.37,0.44,0.43,20150827
33.08,49.31,0.84,0.9,0.38,0.43,0.43,20150828
33.41,47.94,0.0,1.28,0.37,0.43,0.42,20150829
34.13,44.0,0.0,1.51,0.36,0.42,0.42,20150830
32.54,39.62,0.01,1.45,0.35,0.42,0.41,20150831
33.16,36.19,0.0,1.57,0.34,0.41,0.41,20150901
32.82,36.06,0.0,1.75,0.33,0.41,0.41,20150902
32.76,33.62,0.0,1.53,0.32,0.41,0.41,20150903
32.23,34.31,0.0,1.66,0.3,0.41,0.41,20150904
32.53,33.38,0.0,1.27,0.3,0.41,0.41,20150905
31.91,35.19,1.21,1.31,0.32,0.41,0.41,20150906
32.3,34.06,0.0,1.34,0.3,0.4,0.4,20150907
32.11,34.12,0.0,1.43,0.3,0.4,0.4,20150908
32.12,36.25,1.19,1.36,0.32,0.4,0.4,20150909
32.08,33.25,0.0,1.24,0.3,0.4,0.4,20150910
32.39,31.12,0.0,0.92,0.28,0.39,0.39,20150911
33.68,28.38,0.0,0.75,0.27,0.39,0.39,20150912
32.73,29.62,0.0,1.22,0.26,0.39,0.39,20150913
33.53,27.88,0.0,1.05,0.25,0.39,0.39,20150914
33.7,25.69,0.0,1.13,0.24,0.38,0.39,20150915
33.08,25.31,0.0,0.88,0.23,0.38,0.38,20150916
31.65,35.44,3.28,0.97,0.3,0.39,0.39,20150917
32.11,31.94,0.0,1.02,0.27,0.39,0.39,20150918
30.9,38.94,0.34,1.73,0.26,0.38,0.38,20150919
29.72,56.38,3.15,1.29,0.3,0.39,0.39,20150920
30.57,52.06,2.22,0.99,0.34,0.39,0.39,20150921
27.75,74.31,50.7,2.21,0.61,0.45,0.44,20150922
27.26,67.12,6.53,1.39,0.52,0.49,0.47,20150923
28.67,52.44,0.0,1.0,0.43,0.48,0.47,20150924
28.46,50.06,0.02,1.44,0.41,0.47,0.46,20150925
29.24,43.88,0.11,0.99,0.41,0.47,0.46,20150926
28.79,47.88,0.27,1.12,0.41,0.46,0.45,20150927
28.01,47.69,0.08,1.27,0.41,0.46,0.45,20150928
27.63,46.25,0.24,1.62,0.4,0.45,0.45,20150929
27.48,42.75,0.0,2.18,0.39,0.45,0.45,20150930
28.04,40.5,0.0,1.51,0.39,0.45,0.45,20151001
28.38,40.12,0.0,1.45,0.38,0.45,0.44,20151002
29.43,36.44,0.0,1.16,0.38,0.44,0.44,20151003
29.21,35.94,0.0,0.98,0.38,0.44,0.43,20151004
29.14,40.38,0.0,0.96,0.38,0.43,0.43,20151005
29.15,43.5,0.0,0.88,0.38,0.43,0.43,20151006
29.15,42.62,0.0,1.14,0.38,0.43,0.42,20151007
28.64,41.62,0.0,1.41,0.38,0.42,0.42,20151008
29.23,36.56,0.0,1.0,0.37,0.42,0.42,20151009
29.43,35.38,0.0,0.56,0.37,0.42,0.41,20151010
29.37,39.94,0.0,1.07,0.36,0.41,0.41,20151011
29.64,45.88,0.0,0.58,0.36,0.41,0.41,20151012
29.21,47.44,0.0,0.84,0.36,0.41,0.41,20151013
27.77,51.56,2.7,0.91,0.39,0.41,0.41,20151014
26.94,55.38,1.45,0.51,0.4,0.41,0.41,20151015
27.58,45.94,0.0,0.74,0.37,0.41,0.41,20151016
26.89,45.69,0.0,1.21,0.36,0.41,0.41,20151017
27.94,40.88,0.0,0.86,0.34,0.41,0.41,20151018
27.26,45.06,2.23,1.03,0.39,0.41,0.41,20151019
25.66,47.0,0.0,1.34,0.36,0.41,0.41,20151020
23.94,42.81,0.0,1.64,0.34,0.41,0.41,20151021
23.68,37.56,0.0,1.58,0.34,0.41,0.4,20151022
24.45,34.19,0.0,1.38,0.32,0.4,0.4,20151023
24.38,35.44,0.05,1.62,0.32,0.4,0.4,20151024
20.81,60.88,4.22,2.84,0.39,0.41,0.4,20151025
22.07,54.0,0.12,1.63,0.38,0.41,0.41,20151026
20.92,48.38,0.0,2.01,0.36,0.41,0.4,20151027
21.14,46.31,0.0,1.31,0.34,0.4,0.4,20151028
22.06,33.69,0.0,1.32,0.34,0.4,0.4,20151029
22.4,37.12,0.0,1.05,0.33,0.4,0.4,20151030
22.39,38.0,0.0,1.24,0.32,0.4,0.4,20151031
22.31,38.25,0.0,0.84,0.31,0.4,0.4,20151101
22.77,41.75,0.0,1.0,0.31,0.39,0.39,20151102
22.69,41.0,0.0,1.12,0.31,0.39,0.39,20151103
22.52,42.25,1.05,1.52,0.34,0.39,0.39,20151104
21.64,44.44,0.11,1.96,0.33,0.39,0.39,20151105
20.44,40.94,0.2,1.91,0.32,0.39,0.39,20151106
20.14,36.62,0.0,1.36,0.31,0.39,0.39,20151107
21.34,31.0,0.0,0.71,0.3,0.39,0.39,20151108
20.87,35.19,0.0,1.16,0.3,0.39,0.39,20151109
19.11,48.38,0.0,1.71,0.3,0.39,0.39,20151110
19.04,53.06,0.0,2.1,0.3,0.39,0.39,20151111
20.72,50.12,0.0,1.62,0.3,0.39,0.39,20151112
21.57,49.12,0.1,1.39,0.29,0.38,0.38,20151113
20.73,51.5,0.0,1.84,0.29,0.38,0.38,20151114
21.41,39.62,0.0,1.31,0.28,0.38,0.38,20151115
19.81,34.75,0.0,2.3,0.27,0.38,0.38,20151116
18.47,37.38,0.0,2.02,0.27,0.38,0.38,20151117
19.1,28.69,0.0,1.52,0.27,0.38,0.38,20151118
19.94,24.5,0.0,1.01,0.26,0.38,0.38,20151119
19.77,27.62,0.0,0.89,0.26,0.38,0.38,20151120
18.9,31.0,0.0,1.37,0.26,0.38,0.38,20151121
18.52,32.0,0.0,1.22,0.25,0.38,0.38,20151122
18.62,33.69,0.0,1.19,0.25,0.38,0.38,20151123
18.13,37.25,0.0,1.73,0.24,0.38,0.38,20151124
18.19,37.94,0.0,1.96,0.24,0.38,0.38,20151125
18.54,32.31,0.0,1.21,0.23,0.38,0.38,20151126
17.23,36.25,0.03,1.66,0.23,0.38,0.38,20151127
18.95,30.88,0.0,1.27,0.23,0.38,0.38,20151128
19.73,32.81,0.0,0.97,0.23,0.38,0.38,20151129
19.54,35.81,0.0,0.74,0.23,0.38,0.38,20151130
18.37,39.88,0.0,1.17,0.23,0.38,0.38,20151201
18.33,38.69,0.0,1.23,0.22,0.38,0.38,20151202
17.59,37.06,0.0,1.86,0.22,0.38,0.38,20151203
18.44,31.06,0.0,1.41,0.22,0.38,0.38,20151204
19.62,24.56,0.0,0.8,0.21,0.38,0.38,20151205
18.66,27.81,0.0,0.95,0.21,0.38,0.38,20151206
18.29,27.62,0.0,0.87,0.21,0.38,0.38,20151207
18.6,28.69,0.0,0.63,0.21,0.38,0.38,20151208
16.93,32.19,0.0,1.78,0.2,0.38,0.38,20151209
16.95,39.19,1.0,1.68,0.22,0.38,0.38,20151210
15.32,50.94,1.26,1.3,0.25,0.38,0.38,20151211
14.23,38.62,0.0,1.77,0.25,0.38,0.38,20151212
12.87,28.44,0.0,1.73,0.24,0.38,0.38,20151213
12.3,31.5,0.0,1.95,0.24,0.38,0.38,20151214
12.76,37.69,0.0,1.88,0.23,0.38,0.38,20151215
14.87,22.44,0.0,1.05,0.23,0.38,0.38,20151216
14.55,21.94,0.0,1.12,0.23,0.38,0.38,20151217
11.9,31.62,0.0,1.75,0.23,0.38,0.38,20151218
12.94,30.19,0.0,1.45,0.22,0.38,0.38,20151219
13.11,26.44,0.0,1.11,0.22,0.38,0.38,20151220
12.69,33.19,0.0,1.26,0.22,0.38,0.38,20151221
13.3,27.31,0.0,0.55,0.22,0.38,0.38,20151222
11.55,39.5,0.0,1.52,0.21,0.38,0.38,20151223
10.32,38.69,0.0,2.3,0.21,0.38,0.38,20151224
11.08,23.69,0.0,1.66,0.21,0.38,0.38,20151225
12.76,24.25,0.0,1.7,0.2,0.38,0.38,20151226
15.48,34.12,0.0,1.74,0.2,0.38,0.38,20151227
16.5,42.75,0.0,1.9,0.2,0.38,0.38,20151228
16.75,37.94,0.0,2.09,0.2,0.38,0.38,20151229
16.43,32.56,0.0,1.39,0.2,0.38,0.38,20151230
15.29,32.25,0.0,1.52,0.19,0.37,0.38,20151231
16.05,25.56,0.0,1.13,0.19,0.37,0.38,20160101
16.37,18.38,0.0,1.2,0.19,0.37,0.38,20160102
15.38,31.31,0.0,1.73,0.18,0.37,0.38,20160103
16.49,27.12,0.0,0.88,0.18,0.37,0.38,20160104
16.08,41.75,0.05,1.41,0.18,0.37,0.38,20160105
15.12,49.0,0.0,1.26,0.18,0.37,0.38,20160106
15.62,43.75,0.0,1.05,0.17,0.37,0.38,20160107
15.42,46.81,0.0,1.82,0.17,0.37,0.38,20160108
14.25,44.88,0.0,2.02,0.17,0.37,0.38,20160109
16.05,32.25,0.0,0.87,0.17,0.37,0.38,20160110
16.32,35.5,0.0,0.8,0.17,0.37,0.38,20160111
15.91,44.44,4.91,1.39,0.23,0.38,0.38,20160112
13.71,57.25,1.62,1.88,0.39,0.38,0.38,20160113
12.96,52.31,0.0,1.21,0.37,0.38,0.38,20160114
12.73,52.44,0.0,1.45,0.35,0.38,0.38,20160115
12.94,46.38,0.0,1.71,0.34,0.38,0.38,20160116
13.98,36.62,0.0,0.59,0.33,0.38,0.38,20160117
12.49,39.62,0.0,1.07,0.32,0.38,0.38,20160118
12.33,43.69,0.0,1.58,0.31,0.38,0.38,20160119
12.48,35.06,0.0,1.76,0.3,0.38,0.38,20160120
12.48,26.06,0.0,1.05,0.29,0.38,0.38,20160121
12.76,21.69,0.0,0.54,0.28,0.38,0.38,20160122
11.89,24.5,0.0,1.2,0.27,0.38,0.38,20160123
11.3,28.62,0.0,1.32,0.27,0.38,0.38,20160124
11.25,28.75,0.0,1.2,0.26,0.38,0.38,20160125
14.08,24.81,0.0,0.74,0.26,0.38,0.38,20160126
14.52,38.31,0.0,1.17,0.25,0.38,0.38,20160127
15.44,47.81,0.0,1.39,0.24,0.38,0.38,20160128
14.19,66.88,10.07,1.53,0.4,0.38,0.38,20160129
15.12,68.56,2.83,1.23,0.46,0.4,0.39,20160130
14.25,50.44,0.02,1.8,0.39,0.4,0.39,20160131
13.8,41.38,0.0,1.48,0.38,0.39,0.39,20160201
12.94,41.0,0.0,1.67,0.37,0.39,0.39,20160202
13.13,37.94,0.0,1.99,0.37,0.39,0.39,20160203
14.57,35.0,0.0,1.58,0.36,0.39,0.39,20160204
15.11,30.69,0.0,1.58,0.36,0.39,0.39,20160205
16.01,29.0,0.0,1.16,0.35,0.38,0.38,20160206
15.74,39.62,0.05,1.19,0.35,0.38,0.38,20160207
15.15,59.56,0.0,0.95,0.35,0.38,0.38,20160208
15.89,40.0,0.0,1.45,0.34,0.38,0.38,20160209
15.94,34.38,0.31,1.47,0.34,0.38,0.38,20160210
12.94,45.69,0.56,2.72,0.35,0.38,0.38,20160211
13.69,48.81,0.0,1.23,0.34,0.38,0.38,20160212
14.77,38.06,0.0,1.14,0.34,0.38,0.38,20160213
14.08,34.19,0.0,1.4,0.32,0.38,0.38,20160214
13.59,39.06,0.0,1.58,0.31,0.38,0.38,20160215
14.9,35.69,0.0,1.37,0.3,0.38,0.38,20160216
16.05,25.44,0.0,1.12,0.3,0.38,0.38,20160217
18.06,28.12,0.0,1.23,0.28,0.38,0.38,20160218
17.33,58.06,6.29,1.73,0.35,0.38,0.38,20160219
18.27,67.31,0.6,1.9,0.41,0.39,0.38,20160220
17.42,43.0,0.0,2.05,0.37,0.38,0.38,20160221
18.46,34.31,0.0,2.21,0.34,0.38,0.38,20160222
18.87,29.38,0.0,2.15,0.32,0.38,0.38,20160223
20.53,25.62,0.0,1.19,0.3,0.38,0.38,20160224
20.32,19.19,0.0,1.27,0.29,0.38,0.38,20160225
20.26,21.62,0.0,1.02,0.28,0.38,0.38,20160226
20.9,26.56,0.0,0.81,0.27,0.38,0.38,20160227
21.61,28.88,0.0,0.68,0.26,0.38,0.38,20160228
21.79,29.06,0.0,0.95,0.25,0.38,0.38,20160229
22.69,30.0,0.0,1.1,0.24,0.38,0.38,20160301
23.68,31.88,0.0,0.78,0.23,0.38,0.38,20160302
24.8,30.44,0.0,1.45,0.23,0.38,0.38,20160303
24.17,34.69,0.0,1.55,0.21,0.38,0.38,20160304
20.51,57.25,3.41,2.2,0.26,0.38,0.38,20160305
20.11,60.38,0.33,1.01,0.31,0.38,0.38,20160306
20.8,52.0,0.1,1.33,0.3,0.38,0.38,20160307
22.16,39.25,0.0,1.38,0.27,0.38,0.38,20160308
22.73,34.25,0.0,1.32,0.26,0.38,0.38,20160309
25.05,32.88,0.0,0.97,0.24,0.38,0.38,20160310
23.15,55.12,8.3,1.6,0.34,0.38,0.38,20160311
19.8,76.06,6.99,1.12,0.48,0.39,0.39,20160312
19.15,72.5,5.45,1.09,0.47,0.41,0.4,20160313
20.55,52.75,0.91,1.25,0.4,0.41,0.4,20160314
20.05,46.25,0.07,1.54,0.38,0.41,0.4,20160315
20.35,47.62,0.19,1.78,0.37,0.4,0.4,20160316
21.46,56.56,2.81,2.08,0.39,0.4,0.4,20160317
22.83,54.75,0.72,1.68,0.39,0.4,0.4,20160318
25.55,41.81,0.24,0.92,0.37,0.4,0.4,20160319
22.8,49.31,2.34,1.55,0.4,0.4,0.4,20160320
21.4,35.0,0.0,2.71,0.37,0.4,0.4,20160321
20.9,29.5,0.0,2.92,0.35,0.4,0.4,20160322
23.62,29.56,0.0,1.74,0.34,0.39,0.39,20160323
25.12,29.06,0.0,1.35,0.34,0.39,0.39,20160324
22.45,45.69,0.72,3.77,0.34,0.39,0.39,20160325
21.05,57.19,1.57,2.53,0.38,0.39,0.39,20160326
22.76,44.56,0.0,2.27,0.35,0.39,0.39,20160327
24.12,36.94,0.0,1.59,0.34,0.38,0.38,20160328
25.36,36.38,0.0,2.13,0.32,0.38,0.38,20160329
27.49,27.31,0.0,1.2,0.3,0.38,0.38,20160330
28.51,25.69,0.0,1.28,0.28,0.38,0.38,20160331
27.4,33.38,0.01,2.29,0.27,0.38,0.38,20160401
29.05,39.25,0.02,1.53,0.26,0.38,0.38,20160402
28.32,42.81,0.0,1.3,0.25,0.38,0.38,20160403
27.98,43.25,0.0,2.11,0.24,0.38,0.38,20160404
26.87,31.69,0.0,1.59,0.23,0.38,0.38,20160405
25.83,34.75,0.49,2.93,0.23,0.38,0.38,20160406
25.34,33.06,0.0,2.29,0.23,0.38,0.38,20160407
26.86,29.81,0.0,1.12,0.21,0.38,0.38,20160408
26.21,34.12,0.32,2.09,0.21,0.38,0.38,20160409
26.4,35.19,0.01,2.52,0.2,0.38,0.38,20160410
26.57,36.38,0.28,2.04,0.2,0.38,0.38,20160411
27.14,32.75,0.0,3.05,0.2,0.38,0.38,20160412
28.91,27.06,0.0,3.02,0.19,0.37,0.38,20160413
30.33,22.56,0.0,2.22,0.18,0.37,0.38,20160414
31.55,20.56,0.0,1.9,0.16,0.37,0.38,20160415
34.5,23.31,0.0,1.35,0.16,0.37,0.38,20160416
33.3,28.94,0.2,2.81,0.16,0.37,0.38,20160417
30.83,27.44,0.5,2.58,0.16,0.37,0.38,20160418
31.73,22.12,0.1,2.52,0.16,0.37,0.38,20160419
30.43,26.06,0.41,3.62,0.16,0.37,0.38,20160420
30.61,25.56,0.02,2.6,0.16,0.37,0.38,20160421
30.67,24.5,0.91,2.73,0.18,0.37,0.38,20160422
28.65,15.62,0.0,2.03,0.17,0.37,0.38,20160423
28.73,19.06,0.0,2.41,0.16,0.37,0.38,20160424
29.81,15.81,0.0,2.02,0.16,0.37,0.38,20160425
31.19,14.56,0.0,1.53,0.15,0.37,0.38,20160426
31.31,17.94,0.0,2.22,0.14,0.37,0.38,20160427
31.62,19.69,0.0,2.35,0.13,0.37,0.38,20160428
32.53,13.12,0.0,2.16,0.13,0.37,0.37,20160429
32.71,12.5,0.0,2.15,0.12,0.37,0.37,20160430
34.54,12.19,0.0,1.85,0.12,0.37,0.37,20160501
36.01,12.19,0.0,1.92,0.12,0.37,0.37,20160502
34.38,22.31,0.02,1.48,0.11,0.37,0.37,20160503
32.51,25.81,0.01,2.36,0.11,0.37,0.37,20160504
31.74,29.81,0.46,1.98,0.12,0.37,0.37,20160505
32.53,27.19,0.06,1.87,0.12,0.37,0.37,20160506
34.03,22.69,0.0,1.5,0.12,0.37,0.37,20160507
36.33,19.5,0.0,1.94,0.12,0.37,0.37,20160508
37.41,17.44,0.06,1.34,0.12,0.37,0.37,20160509
37.51,17.06,0.0,2.06,0.11,0.37,0.37,20160510
35.03,25.75,4.28,1.53,0.24,0.38,0.38,20160511
34.8,24.38,0.0,2.07,0.22,0.38,0.38,20160512
36.38,21.19,0.01,1.04,0.2,0.38,0.38,20160513
36.44,21.12,0.07,3.1,0.18,0.37,0.38,20160514
35.63,19.25,0.0,3.11,0.16,0.37,0.38,20160515
35.39,14.19,0.0,2.73,0.15,0.37,0.38,20160516
36.8,14.25,0.0,2.9,0.14,0.37,0.38,20160517
37.93,13.62,0.0,3.12,0.13,0.37,0.37,20160518
39.62,11.75,0.0,1.38,0.12,0.37,0.37,20160519
