T2M,RH2M,PRECTOTCORR,WS2M,GWETTOP,GWETROOT,GWETPROF,Date
17.92,44.69,0.0,1.28,0.53,0.55,0.55,20150311
19.48,39.31,0.0,1.13,0.52,0.55,0.55,20150312
20.4,42.44,0.0,0.92,0.52,0.55,0.55,20150313
19.15,52.81,0.06,1.18,0.52,0.55,0.54,20150314
14.19,85.25,14.42,2.87,0.6,0.56,0.55,20150315
14.66,80.5,5.74,2.48,0.6,0.58,0.56,20150316
16.19,70.19,0.17,1.27,0.55,0.58,0.56,20150317
18.62,50.81,0.0,1.12,0.55,0.57,0.56,20150318
19.94,49.31,0.0,1.3,0.53,0.56,0.55,20150319
22.17,54.19,0.0,1.05,0.53,0.56,0.55,20150320
24.48,49.69,0.0,0.52,0.52,0.55,0.55,20150321
24.49,52.75,0.0,1.05,0.52,0.55,0.55,20150322
25.8,47.31,0.0,1.24,0.51,0.55,0.55,20150323
24.83,54.44,3.0,1.95,0.52,0.55,0.54,20150324
23.0,62.25,0.02,1.82,0.52,0.55,0.54,20150325
24.24,50.75,0.0,1.27,0.51,0.54,0.54,20150326
25.43,50.5,0.01,1.3,0.5,0.54,0.53,20150327
23.81,63.06,0.8,1.73,0.51,0.54,0.53,20150328
21.25,72.5,18.0,1.52,0.61,0.56,0.55,20150329
21.9,62.19,0.03,1.08,0.54,0.56,0.55,20150330
21.58,63.56,5.04,1.14,0.55,0.56,0.55,20150331
20.75,71.44,5.61,2.37,0.57,0.56,0.55,20150401
19.46,76.25,6.9,1.96,0.57,0.57,0.55,20150402
20.05,63.19,0.24,1.16,0.56,0.57,0.56,20150403
22.39,53.06,0.0,1.57,0.54,0.57,0.55,20150404
22.39,50.31,0.25,1.22,0.53,0.56,0.55,20150405
19.6,68.44,16.3,1.7,0.6,0.58,0.56,20150406
20.75,64.44,0.72,1.64,0.57,0.58,0.57,20150407
22.13,61.0,0.06,1.07,0.55,0.58,0.56,20150408
24.4,49.69,0.0,0.95,0.54,0.57,0.56,20150409
25.66,46.81,0.0,1.05,0.53,0.56,0.55,20150410
24.37,54.06,0.1,1.45,0.52,0.56,0.55,20150411
26.05,48.56,0.01,0.95,0.52,0.55,0.55,20150412
27.1,44.06,0.0,1.06,0.51,0.55,0.55,20150413
27.58,43.62,0.0,1.01,0.51,0.55,0.54,20150414
26.79,55.75,2.7,1.23,0.52,0.55,0.54,20150415
26.68,54.38,1.13,1.25,0.52,0.55,0.54,20150416
26.66,51.38,0.0,1.12,0.51,0.54,0.54,20150417
28.5,45.62,0.0,1.41,0.49,0.54,0.53,20150418
27.92,55.31,2.05,2.85,0.5,0.53,0.53,20150419
26.74,47.81,1.54,1.46,0.5,0.53,0.53,20150420
28.15,36.06,0.0,1.23,0.48,0.52,0.52,20150421
29.15,31.25,0.0,1.34,0.48,0.52,0.52,20150422
29.83,28.81,0.0,1.05,0.47,0.52,0.52,20150423
30.71,28.0,0.0,1.11,0.47,0.52,0.51,20150424
30.56,30.69,0.0,1.5,0.46,0.51,0.51,20150425
29.98,33.69,0.0,1.72,0.45,0.5,0.5,20150426
28.24,47.94,1.28,2.59,0.47,0.5,0.5,20150427
29.75,42.38,1.95,1.1,0.47,0.5,0.5,20150428
30.26,35.5,0.0,1.66,0.46,0.49,0.49,20150429
27.1,43.81,1.41,2.47,0.47,0.49,0.49,20150430
27.73,41.75,0.23,1.05,0.45,0.49,0.49,20150501
29.91,30.69,0.0,1.67,0.45,0.48,0.48,20150502
28.67,29.19,0.0,1.62,0.43,0.48,0.48,20150503
29.94,31.56,0.0,1.66,0.42,0.48,0.48,20150504
31.52,33.0,1.12,1.24,0.41,0.48,0.48,20150505
33.15,29.75,1.17,1.34,0.4,0.48,0.48,20150506
32.31,34.88,0.88,1.65,0.38,0.47,0.48,20150507
33.08,34.31,0.14,1.56,0.35,0.47,0.47,20150508
31.44,39.56,0.15,2.75,0.34,0.47,0.47,20150509
31.69,43.12,0.03,2.1,0.33,0.46,0.47,20150510
28.56,48.19,0.54,3.58,0.32,0.46,0.47,20150511
27.55,51.12,4.1,2.57,0.38,0.47,0.47,20150512
28.65,45.12,0.07,1.02,0.38,0.47,0.47,20150513
30.72,36.25,0.0,1.12,0.35,0.46,0.47,20150514
31.94,33.19,0.07,0.8,0.33,0.46,0.46,20150515
34.14,30.31,0.0,1.38,0.3,0.46,0.46,20150516
34.56,29.19,0.04,1.23,0.29,0.45,0.46,20150517
33.26,32.12,1.8,1.39,0.32,0.46,0.46,20150518
33.58,29.19,0.0,1.24,0.29,0.45,0.46,20150519
33.4,25.0,0.0,1.53,0.27,0.45,0.46,20150520
34.48,19.62,0.0,1.34,0.25,0.45,0.45,20150521
35.25,19.38,0.0,1.4,0.23,0.45,0.45,20150522
34.48,21.62,0.0,2.27,0.21,0.45,0.45,20150523
33.58,23.62,0.1,2.45,0.2,0.45,0.45,20150524
32.97,17.31,0.11,3.8,0.19,0.45,0.45,20150525
30.33,15.38,0.11,2.27,0.18,0.45,0.45,20150526
33.65,11.94,0.0,1.46,0.17,0.45,0.45,20150527
35.6,13.75,0.0,1.4,0.16,0.45,0.45,20150528
34.3,22.0,0.01,1.2,0.16,0.45,0.45,20150529
34.92,20.44,0.0,1.13,0.16,0.45,0.45,20150530
34.14,20.31,0.12,1.96,0.15,0.45,0.45,20150531
33.21,19.81,0.0,1.99,0.15,0.45,0.45,20150601
32.91,24.06,0.0,1.3,0.14,0.45,0.45,20150602
30.26,28.38,0.54,1.7,0.16,0.45,0.45,20150603
30.53,37.25,4.49,1.65,0.3,0.45,0.45,20150604
31.82,36.81,0.81,1.96,0.3,0.45,0.45,20150605
33.55,31.75,0.0,1.02,0.27,0.45,0.45,20150606
35.4,23.31,0.06,1.3,0.24,0.45,0.45,20150607
36.87,19.25,0.0,1.8,0.21,0.45,0.45,20150608
35.68,21.31,0.0,2.02,0.2,0.45,0.45,20150609
35.51,19.38,0.06,2.05,0.18,0.45,0.45,20150610
33.19,37.44,9.0,1.27,0.41,0.46,0.46,20150611
34.93,35.25,0.08,1.29,0.36,0.45,0.46,20150612
35.67,30.5,0.77,1.45,0.33,0.45,0.45,20150613
35.42,25.62,0.0,1.1,0.27,0.45,0.45,20150614
33.44,24.0,1.37,2.12,0.28,0.45,0.45,20150615
33.56,33.25,0.0,0.91,0.25,0.45,0.45,20150616
36.28,31.12,0.0,1.31,0.23,0.45,0.45,20150617
37.84,30.44,0.0,1.75,0.21,0.45,0.45,20150618
38.92,28.69,0.14,1.73,0.2,0.45,0.45,20150619
39.54,24.06,0.0,1.81,0.19,0.45,0.45,20150620
37.3,26.5,0.0,1.74,0.17,0.45,0.45,20150621
37.01,25.62,0.0,1.31,0.16,0.45,0.45,20150622
35.55,30.62,4.69,1.38,0.31,0.45,0.45,20150623
33.86,32.38,1.3,2.08,0.3,0.45,0.45,20150624
33.64,27.44,0.06,1.39,0.27,0.45,0.45,20150625
33.99,25.06,0.72,1.22,0.27,0.45,0.45,20150626
35.58,27.06,0.02,0.87,0.23,0.45,0.45,20150627
37.51,25.44,0.53,0.7,0.23,0.45,0.45,20150628
38.23,24.06,0.0,1.18,0.21,0.45,0.45,20150629
36.65,30.56,0.71,2.02,0.21,0.45,0.45,20150630
36.38,31.88,0.94,1.74,0.23,0.45,0.45,20150701
36.41,32.75,1.48,1.85,0.27,0.45,0.45,20150702
37.36,34.31,0.29,1.61,0.25,0.45,0.45,20150703
38.55,31.44,0.0,1.85,0.22,0.45,0.45,20150704
39.47,26.31,0.0,1.93,0.2,0.45,0.45,20150705
38.93,21.19,1.23,1.72,0.2,0.45,0.45,20150706
33.08,38.44,11.48,1.83,0.45,0.46,0.46,20150707
33.99,49.31,0.4,1.8,0.41,0.46,0.46,20150708
35.8,41.94,0.01,2.07,0.36,0.45,0.46,20150709
34.47,46.56,10.71,2.36,0.48,0.47,0.47,20150710
32.56,53.31,2.96,2.55,0.45,0.47,0.47,20150711
33.55,49.62,0.49,0.71,0.42,0.47,0.47,20150712
34.57,44.5,2.89,0.66,0.42,0.46,0.46,20150713
35.81,42.31,0.28,0.74,0.41,0.46,0.46,20150714
37.13,35.12,0.0,1.86,0.34,0.45,0.46,20150715
38.15,32.88,0.0,2.55,0.3,0.45,0.45,20150716
36.65,36.06,0.89,4.79,0.28,0.45,0.45,20150717
35.45,46.31,6.45,2.74,0.36,0.45,0.46,20150718
35.43,42.5,0.91,2.46,0.39,0.46,0.46,20150719
35.19,41.88,2.93,1.55,0.38,0.46,0.46,20150720
35.38,42.38,0.6,1.67,0.35,0.45,0.46,20150721
35.7,39.75,0.01,1.75,0.3,0.45,0.45,20150722
35.58,38.88,0.43,2.41,0.27,0.45,0.45,20150723
34.86,42.31,0.1,1.93,0.26,0.45,0.45,20150724
35.3,43.62,2.54,2.41,0.29,0.45,0.45,20150725
33.8,52.25,5.11,2.23,0.4,0.46,0.46,20150726
33.48,53.69,1.7,1.55,0.41,0.46,0.46,20150727
34.32,47.94,0.06,2.05,0.36,0.45,0.46,20150728
34.59,44.19,1.28,1.27,0.33,0.45,0.45,20150729
36.12,39.12,0.41,1.88,0.31,0.45,0.45,20150730
34.9,45.5,5.85,2.22,0.35,0.45,0.45,20150731
32.4,61.75,17.54,0.88,0.56,0.48,0.48,20150801
30.59,66.25,7.08,0.9,0.52,0.49,0.48,20150802
32.06,61.62,2.13,0.68,0.48,0.49,0.48,20150803
33.78,53.25,0.02,1.45,0.45,0.48,0.48,20150804
34.27,52.19,0.0,1.21,0.44,0.48,0.48,20150805
35.12,49.25,0.0,1.53,0.43,0.48,0.48,20150806
35.86,45.88,0.0,1.57,0.42,0.47,0.47,20150807
36.22,42.38,0.34,1.41,0.41,0.46,0.47,20150808
35.67,36.81,0.18,1.31,0.38,0.46,0.46,20150809
34.86,42.56,1.94,1.61,0.39,0.46,0.46,20150810
34.92,44.31,0.52,1.51,0.36,0.45,0.46,20150811
34.12,51.75,5.92,1.41,0.44,0.46,0.46,20150812
33.5,52.12,0.05,1.59,0.41,0.46,0.46,20150813
33.18,55.69,6.45,1.03,0.45,0.46,0.46,20150814
32.38,61.56,7.91,1.34,0.5,0.47,0.47,20150815
32.55,57.38,1.31,1.34,0.46,0.48,0.47,20150816
33.36,48.88,0.0,2.1,0.43,0.47,0.47,20150817
34.15,45.12,0.0,0.91,0.4,0.46,0.46,20150818
35.34,40.62,0.0,1.04,0.37,0.46,0.46,20150819
35.85,38.38,0.0,1.22,0.33,0.45,0.46,20150820
32.51,49.88,16.28,1.47,0.52,0.48,0.48,20150821
32.36,46.56,0.0,0.99,0.45,0.48,0.48,20150822
32.74,44.06,0.19,1.05,0.44,0.47,0.47,20150823
32.65,49.56,0.04,1.38,0.41,0.47,0.47,20150824
32.55,45.69,0.0,1.37,0.4,0.46,0.47,20150825
33.35,41.56,0.0,1.25,0.37,0.46,0.46,20150826
34.55,39.31,0.01,1.04,0.34,0.46,0.46,20150827
32.9,47.06,4.96,1.24,0.41,0.46,0.46,20150828
32.98,51.69,0.45,1.11,0.4,0.46,0.46,20150829
33.94,41.81,0.02,1.27,0.35,0.45,0.46,20150830
32.58,37.94,0.26,0.91,0.32,0.45,0.46,20150831
33.08,33.19,0.61,1.52,0.3,0.45,0.46,20150901
33.58,29.0,0.0,1.25,0.28,0.45,0.45,20150902
32.94,31.25,0.39,1.11,0.27,0.45,0.45,20150903
32.31,34.5,0.0,1.02,0.25,0.45,0.45,20150904
33.1,29.88,0.0,0.88,0.23,0.45,0.45,20150905
32.4,30.56,0.49,1.29,0.23,0.45,0.45,20150906
32.15,31.25,0.0,1.01,0.23,0.45,0.45,20150907
32.51,27.19,0.0,0.74,0.21,0.45,0.45,20150908
31.04,39.62,9.47,1.27,0.45,0.46,0.46,20150909
31.76,36.56,0.0,0.88,0.4,0.46,0.46,20150910
31.69,37.12,0.28,1.13,0.37,0.45,0.46,20150911
32.37,33.44,0.0,1.19,0.32,0.45,0.46,20150912
32.32,32.25,0.0,1.49,0.29,0.45,0.45,20150913
32.68,28.56,0.0,1.2,0.26,0.45,0.45,20150914
32.69,26.31,0.0,1.08,0.24,0.45,0.45,20150915
32.3,27.12,0.05,0.91,0.23,0.45,0.45,20150916
32.08,29.31,0.0,1.26,0.21,0.45,0.45,20150917
32.63,29.25,0.0,1.09,0.2,0.45,0.45,20150918
33.01,27.0,0.0,1.09,0.2,0.45,0.45,20150919
32.29,31.5,0.96,0.83,0.22,0.45,0.45,20150920
31.35,37.5,4.43,1.48,0.34,0.45,0.46,20150921
29.14,56.06,15.08,1.29,0.5,0.47,0.47,20150922
27.28,63.06,0.69,1.44,0.48,0.48,0.48,20150923
28.65,54.5,0.0,1.11,0.45,0.48,0.47,20150924
29.12,49.5,0.17,1.03,0.44,0.47,0.47,20150925
28.65,43.19,0.1,1.11,0.42,0.47,0.47,20150926
28.65,46.31,1.87,1.16,0.44,0.47,0.47,20150927
28.01,45.19,1.5,1.05,0.44,0.46,0.47,20150928
27.19,47.56,2.26,1.04,0.45,0.47,0.47,20150929
28.26,40.69,0.1,1.46,0.41,0.46,0.46,20150930
28.96,34.31,0.05,1.05,0.38,0.46,0.46,20151001
29.04,33.5,0.0,1.42,0.35,0.45,0.46,20151002
29.53,29.62,0.0,1.02,0.32,0.45,0.46,20151003
28.79,31.56,0.0,1.44,0.3,0.45,0.45,20151004
29.31,33.06,0.0,0.95,0.27,0.45,0.45,20151005
29.73,33.75,0.0,0.76,0.26,0.45,0.45,20151006
29.98,31.69,0.43,0.83,0.26,0.45,0.45,20151007
29.73,28.94,0.02,0.88,0.25,0.45,0.45,20151008
29.6,23.69,0.0,0.89,0.23,0.45,0.45,20151009
29.11,24.88,0.0,1.05,0.22,0.45,0.45,20151010
28.83,30.19,0.0,1.14,0.21,0.45,0.45,20151011
29.31,34.19,0.0,0.99,0.21,0.45,0.45,20151012
28.7,37.44,0.01,1.09,0.2,0.45,0.45,20151013
28.75,40.62,1.38,1.15,0.23,0.45,0.45,20151014
27.08,44.44,0.0,1.05,0.24,0.45,0.45,20151015
27.62,38.81,0.0,0.96,0.23,0.45,0.45,20151016
27.71,35.56,0.0,1.29,0.23,0.45,0.45,20151017
27.85,36.62,2.16,1.38,0.23,0.45,0.45,20151018
25.57,49.0,3.29,1.81,0.38,0.45,0.46,20151019
23.23,52.5,0.07,1.74,0.38,0.45,0.46,20151020
24.25,35.88,0.0,1.09,0.35,0.45,0.46,20151021
24.33,29.31,0.0,1.2,0.32,0.45,0.45,20151022
24.29,29.38,0.0,1.15,0.3,0.45,0.45,20151023
22.49,43.62,1.56,1.39,0.3,0.45,0.45,20151024
18.26,82.25,6.66,1.66,0.46,0.46,0.46,20151025
18.68,72.69,0.82,1.74,0.48,0.47,0.47,20151026
19.96,51.81,0.02,1.5,0.45,0.47,0.46,20151027
21.01,37.12,0.0,1.23,0.43,0.46,0.46,20151028
21.15,32.75,0.0,1.12,0.41,0.46,0.46,20151029
21.66,34.62,0.0,1.2,0.38,0.46,0.46,20151030
21.58,37.69,0.0,0.86,0.37,0.45,0.46,20151031
20.9,42.69,0.0,1.18,0.34,0.45,0.46,20151101
21.26,47.94,0.29,0.97,0.34,0.45,0.46,20151102
21.7,53.06,3.06,1.87,0.39,0.46,0.46,20151103
20.42,51.0,4.64,1.84,0.48,0.47,0.47,20151104
18.83,52.19,0.0,2.15,0.45,0.47,0.46,20151105
19.36,42.62,0.0,1.16,0.44,0.46,0.46,20151106
20.26,38.06,0.0,1.02,0.42,0.46,0.46,20151107
19.69,41.06,0.0,1.09,0.4,0.46,0.46,20151108
18.58,55.69,0.52,2.3,0.39,0.46,0.46,20151109
17.31,65.81,2.29,1.9,0.44,0.46,0.46,20151110
16.62,70.75,3.87,1.33,0.47,0.47,0.47,20151111
17.65,66.62,0.17,2.32,0.46,0.47,0.47,20151112
17.61,67.56,0.59,2.06,0.45,0.47,0.47,20151113
19.44,51.19,0.55,1.11,0.44,0.47,0.47,20151114
18.84,47.06,0.06,1.15,0.42,0.46,0.46,20151115
19.13,42.5,0.0,1.25,0.4,0.46,0.46,20151116
19.12,32.19,0.0,1.2,0.38,0.46,0.46,20151117
19.05,32.62,0.0,1.23,0.37,0.46,0.46,20151118
19.11,32.56,0.0,1.01,0.36,0.46,0.46,20151119
18.35,37.06,0.0,1.12,0.35,0.46,0.46,20151120
18.24,38.25,0.0,1.06,0.34,0.45,0.46,20151121
18.51,36.25,0.0,1.13,0.33,0.45,0.46,20151122
18.24,47.38,0.36,1.5,0.33,0.45,0.46,20151123
17.9,49.69,0.38,1.37,0.34,0.45,0.46,20151124
17.78,35.12,0.13,1.58,0.33,0.45,0.46,20151125
17.3,40.94,0.35,1.69,0.33,0.45,0.46,20151126
17.05,30.12,0.0,1.09,0.31,0.45,0.46,20151127
16.48,30.38,0.0,1.36,0.3,0.45,0.45,20151128
16.4,33.75,0.0,1.77,0.3,0.45,0.45,20151129
18.16,33.62,0.0,1.37,0.29,0.45,0.45,20151130
18.35,36.75,0.0,1.09,0.28,0.45,0.45,20151201
18.21,36.56,0.0,1.17,0.27,0.45,0.45,20151202
18.2,32.5,0.0,1.16,0.27,0.45,0.45,20151203
19.69,27.62,0.0,1.0,0.26,0.45,0.45,20151204
18.66,31.0,0.0,1.27,0.25,0.45,0.45,20151205
18.62,33.94,0.0,1.09,0.25,0.45,0.45,20151206
17.75,36.88,0.0,1.19,0.24,0.45,0.45,20151207
17.37,38.69,0.0,1.02,0.24,0.45,0.45,20151208
14.07,52.25,1.73,1.46,0.27,0.45,0.45,20151209
14.14,54.94,3.75,1.63,0.37,0.45,0.46,20151210
10.84,34.88,0.03,2.92,0.42,0.46,0.46,20151211
11.44,30.25,0.0,1.18,0.39,0.46,0.46,20151212
12.31,29.12,0.0,1.19,0.38,0.46,0.46,20151213
12.33,31.69,0.0,1.41,0.36,0.45,0.46,20151214
13.53,27.56,0.0,1.31,0.34,0.45,0.46,20151215
12.73,29.19,0.0,1.35,0.34,0.45,0.46,20151216
14.05,28.06,0.0,1.07,0.33,0.45,0.46,20151217
12.88,32.62,0.0,1.22,0.31,0.45,0.45,20151218
12.29,33.44,0.0,1.24,0.3,0.45,0.45,20151219
12.57,33.25,0.0,1.48,0.3,0.45,0.45,20151220
12.36,34.75,0.0,1.5,0.3,0.45,0.45,20151221
11.67,47.38,0.48,1.83,0.3,0.45,0.45,20151222
10.19,56.0,0.1,1.54,0.3,0.45,0.45,20151223
10.86,27.25,0.0,1.32,0.3,0.45,0.45,20151224
12.96,22.56,0.0,1.05,0.29,0.45,0.45,20151225
14.47,27.38,0.0,0.95,0.29,0.45,0.45,20151226
15.51,39.56,0.0,1.17,0.28,0.45,0.45,20151227
16.3,41.62,0.0,0.96,0.27,0.45,0.45,20151228
16.15,35.5,0.0,1.3,0.27,0.45,0.45,20151229
14.72,36.06,0.0,1.6,0.27,0.45,0.45,20151230
14.33,30.38,0.0,1.2,0.27,0.45,0.45,20151231
15.98,26.81,0.0,1.22,0.26,0.45,0.45,20160101
16.06,29.94,0.0,1.05,0.25,0.45,0.45,20160102
15.24,39.81,0.0,1.13,0.25,0.45,0.45,20160103
14.55,50.75,0.11,1.65,0.25,0.45,0.45,20160104
14.67,59.06,1.32,1.45,0.3,0.45,0.45,20160105
13.84,56.56,0.0,1.24,0.3,0.45,0.45,20160106
14.36,55.75,0.39,1.17,0.3,0.45,0.45,20160107
14.48,53.0,0.0,1.08,0.3,0.45,0.45,20160108
14.17,41.62,0.0,1.29,0.3,0.45,0.45,20160109
14.9,35.62,0.0,1.23,0.29,0.45,0.45,20160110
15.05,39.5,0.01,1.31,0.28,0.45,0.45,20160111
12.58,74.69,5.28,1.77,0.39,0.46,0.46,20160112
13.31,58.62,0.0,1.05,0.45,0.46,0.46,20160113
13.89,52.19,0.0,1.09,0.43,0.46,0.46,20160114
13.26,50.31,0.0,1.12,0.41,0.46,0.46,20160115
13.5,41.56,0.0,1.37,0.4,0.46,0.46,20160116
13.37,41.94,0.0,1.13,0.38,0.45,0.46,20160117
12.34,46.75,0.0,1.0,0.37,0.45,0.46,20160118
12.58,35.69,0.0,1.52,0.36,0.45,0.46,20160119
13.26,23.81,0.0,1.76,0.34,0.45,0.46,20160120
13.03,23.38,0.0,1.28,0.33,0.45,0.45,20160121
11.94,28.0,0.0,1.0,0.31,0.45,0.45,20160122
12.28,26.5,0.0,1.09,0.3,0.45,0.45,20160123
12.03,29.25,0.0,1.21,0.3,0.45,0.45,20160124
12.2,29.06,0.05,0.92,0.29,0.45,0.45,20160125
12.67,36.88,0.88,1.33,0.29,0.45,0.45,20160126
14.3,50.06,0.01,1.05,0.31,0.45,0.45,20160127
13.44,58.5,0.33,1.3,0.3,0.45,0.45,20160128
12.04,82.06,4.31,2.45,0.41,0.46,0.46,20160129
12.11,67.44,0.09,1.39,0.45,0.46,0.46,20160130
14.07,43.19,0.0,1.05,0.42,0.46,0.46,20160131
13.7,36.69,0.0,1.22,0.4,0.46,0.46,20160201
13.61,34.06,0.0,1.11,0.38,0.46,0.46,20160202
14.62,31.44,0.0,1.22,0.37,0.45,0.46,20160203
16.27,27.19,0.0,1.22,0.35,0.45,0.46,20160204
15.33,29.44,0.0,1.23,0.34,0.45,0.45,20160205
16.52,28.31,0.0,0.95,0.32,0.45,0.45,20160206
16.06,28.69,0.0,0.95,0.3,0.45,0.45,20160207
15.12,36.38,0.0,1.27,0.3,0.45,0.45,20160208
15.23,35.69,0.0,1.13,0.29,0.45,0.45,20160209
13.94,40.25,0.44,1.29,0.29,0.45,0.45,20160210
11.63,45.25,5.89,2.84,0.44,0.46,0.46,20160211
11.79,51.25,0.0,1.61,0.45,0.46,0.46,20160212
13.74,36.19,0.0,0.92,0.43,0.46,0.46,20160213
13.98,35.5,0.0,1.34,0.41,0.46,0.46,20160214
14.26,32.81,0.0,1.08,0.39,0.46,0.46,20160215
15.29,27.06,0.0,1.2,0.37,0.45,0.46,20160216
15.55,28.06,0.0,1.42,0.34,0.45,0.46,20160217
17.33,28.12,0.0,1.28,0.33,0.45,0.45,20160218
17.65,35.19,0.07,1.41,0.31,0.45,0.45,20160219
17.19,50.31,3.92,0.83,0.41,0.46,0.46,20160220
18.23,29.44,0.0,1.22,0.4,0.46,0.46,20160221
19.46,28.38,0.0,1.58,0.37,0.45,0.46,20160222
20.32,27.56,0.0,1.94,0.34,0.45,0.46,20160223
21.65,20.38,0.0,1.47,0.31,0.45,0.45,20160224
20.7,22.69,0.0,1.29,0.29,0.45,0.45,20160225
20.56,24.81,0.0,1.03,0.27,0.45,0.45,20160226
20.89,25.62,0.0,1.59,0.27,0.45,0.45,20160227
21.32,25.5,0.0,1.28,0.25,0.45,0.45,20160228
21.49,28.94,0.0,1.02,0.24,0.45,0.45,20160229
21.61,38.69,0.0,0.93,0.24,0.45,0.45,20160301
22.2,47.0,0.3,1.84,0.23,0.45,0.45,20160302
22.06,47.0,0.64,1.61,0.25,0.45,0.45,20160303
21.83,45.94,0.19,1.88,0.26,0.45,0.45,20160304
17.15,68.75,7.66,1.45,0.4,0.46,0.46,20160305
19.13,59.94,0.2,1.13,0.47,0.46,0.46,20160306
19.92,51.38,0.0,0.77,0.44,0.46,0.46,20160307
21.43,42.62,0.0,0.98,0.41,0.46,0.46,20160308
20.67,45.75,0.0,1.12,0.38,0.45,0.46,20160309
21.99,44.56,0.03,1.36,0.37,0.45,0.46,20160310
18.12,81.94,12.89,1.26,0.52,0.47,0.47,20160311
17.01,79.81,11.24,1.23,0.55,0.48,0.48,20160312
17.25,72.44,7.86,0.98,0.55,0.51,0.49,20160313
17.6,65.69,1.94,1.94,0.5,0.51,0.5,20160314
18.8,55.75,0.01,1.3,0.48,0.5,0.5,20160315
17.99,67.81,5.16,1.8,0.5,0.5,0.5,20160316
16.94,73.38,3.7,2.62,0.52,0.51,0.5,20160317
19.73,65.94,4.36,1.2,0.52,0.51,0.51,20160318
20.66,49.94,2.92,1.23,0.5,0.52,0.51,20160319
20.21,47.5,1.89,2.02,0.52,0.52,0.51,20160320
19.85,45.0,0.0,1.4,0.48,0.51,0.51,20160321
21.86,35.38,0.0,1.7,0.47,0.51,0.5,20160322
23.6,37.62,0.0,1.43,0.47,0.5,0.5,20160323
21.07,53.38,1.75,3.48,0.48,0.5,0.5,20160324
19.23,63.94,5.2,2.2,0.51,0.51,0.5,20160325
20.95,56.25,0.0,0.86,0.49,0.51,0.5,20160326
23.06,42.25,0.0,1.16,0.48,0.5,0.5,20160327
24.31,40.94,0.0,1.02,0.47,0.5,0.5,20160328
25.23,39.75,0.0,1.37,0.46,0.5,0.49,20160329
26.52,36.75,0.0,1.13,0.45,0.49,0.49,20160330
24.76,43.38,0.48,1.54,0.46,0.49,0.49,20160331
24.49,52.19,3.22,1.58,0.48,0.49,0.49,20160401
24.23,59.69,1.41,1.56,0.48,0.49,0.49,20160402
21.83,72.56,4.02,3.05,0.5,0.5,0.49,20160403
23.15,54.94,0.0,1.16,0.47,0.49,0.49,20160404
24.41,45.38,0.0,1.02,0.46,0.49,0.49,20160405
22.89,48.62,0.03,1.88,0.46,0.48,0.48,20160406
24.31,43.75,0.0,0.88,0.45,0.48,0.48,20160407
24.67,46.25,0.04,1.77,0.45,0.48,0.48,20160408
22.04,59.25,3.93,2.27,0.48,0.48,0.48,20160409
22.87,56.81,1.09,1.32,0.47,0.48,0.48,20160410
23.4,56.56,1.53,1.48,0.47,0.48,0.48,20160411
25.22,44.62,0.0,1.09,0.45,0.48,0.48,20160412
27.3,40.44,0.0,1.25,0.44,0.48,0.48,20160413
28.69,37.88,0.0,1.23,0.42,0.47,0.48,20160414
29.51,38.38,0.0,1.44,0.4,0.47,0.47,20160415
30.78,39.88,0.04,1.88,0.38,0.47,0.47,20160416
27.19,52.38,6.77,2.65,0.45,0.47,0.47,20160417
26.95,40.69,0.01,1.38,0.44,0.47,0.47,20160418
24.27,48.69,3.22,2.89,0.45,0.47,0.47,20160419
27.14,41.25,0.71,1.45,0.45,0.47,0.47,20160420
27.66,39.69,0.78,1.57,0.42,0.47,0.47,20160421
25.51,28.25,0.74,2.65,0.39,0.47,0.47,20160422
24.73,31.94,0.0,2.47,0.36,0.46,0.46,20160423
25.46,31.25,0.0,1.54,0.34,0.46,0.46,20160424
28.37,23.0,0.0,1.21,0.31,0.46,0.46,20160425
28.77,25.12,0.19,1.36,0.3,0.45,0.46,20160426
28.26,28.69,0.01,2.36,0.28,0.45,0.46,20160427
29.57,26.06,0.01,1.84,0.26,0.45,0.46,20160428
30.68,23.69,0.0,1.48,0.24,0.45,0.45,20160429
32.64,20.62,0.0,1.01,0.23,0.45,0.45,20160430
33.96,17.75,0.0,1.11,0.21,0.45,0.45,20160501
31.24,25.25,0.0,2.92,0.2,0.45,0.45,20160502
30.49,36.44,0.93,3.42,0.2,0.45,0.45,20160503
28.75,45.88,0.23,1.77,0.23,0.45,0.45,20160504
30.49,36.62,0.0,1.19,0.21,0.45,0.45,20160505
32.46,29.12,0.0,1.09,0.2,0.45,0.45,20160506
33.74,25.69,0.0,1.61,0.2,0.45,0.45,20160507
35.88,22.12,0.0,1.44,0.18,0.45,0.45,20160508
36.42,24.31,2.32,1.16,0.25,0.45,0.45,20160509
36.78,23.12,0.02,1.45,0.23,0.45,0.45,20160510
33.98,29.31,1.64,1.88,0.26,0.45,0.45,20160511
33.64,29.06,2.22,1.73,0.3,0.45,0.45,20160512
34.02,29.19,0.51,1.15,0.29,0.45,0.45,20160513
32.83,32.81,0.42,1.7,0.27,0.45,0.45,20160514
33.83,24.62,0.27,1.56,0.25,0.45,0.45,20160515
34.14,23.88,0.6,2.23,0.24,0.45,0.45,20160516
35.37,22.38,0.0,1.79,0.22,0.45,0.45,20160517
36.53,22.19,0.0,3.13,0.2,0.45,0.45,20160518
36.16,22.38,0.0,2.1,0.19,0.45,0.45,20160519
